project,conflictJar,riskLevel,prediction,actual,oldPath,newPath
org.apache.activemq.examples.openwire:message-listener,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\examples\protocols\openwire\message-listener,D:\rawData\gitHub_new\activemq-artemis-2.4.0\examples\protocols\openwire\message-listener
org.apache.activemq.examples.openwire:message-listener,org.apache.geronimo.specs:geronimo-jms_1.1_spec,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\examples\protocols\openwire\message-listener,D:\rawData\gitHub_new\activemq-artemis-2.4.0\examples\protocols\openwire\message-listener
org.apache.nifi:nifi-file-authorizer,org.codehaus.jackson:jackson-mapper-asl,4,fixed,fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.apache.httpcomponents:httpcore,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,com.google.guava:guava,2,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.apache.httpcomponents:httpclient,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,commons-codec:commons-codec,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.slf4j:slf4j-log4j12,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,org.codehaus.jackson:jackson-core-asl,3,fixed,fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.nifi:nifi-file-authorizer,log4j:log4j,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-framework-bundle\nifi-framework\nifi-file-authorizer
org.apache.struts.xwork:xwork-core,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\struts2-STRUTS_2_2_1_1\xwork-core,D:\rawData\gitHub_new\struts2-STRUTS_2_2_3\xwork-core
org.apache.activemq:artemis-commons,commons-collections:commons-collections,4,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-commons,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-commons
org.apache.activemq:artemis-commons,commons-logging:commons-logging,3,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-commons,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-commons
org.apache.activemq:artemis-commons,org.jboss.logging:jboss-logging-annotations,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-commons,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-commons
org.apache.maven.mercury:mercury-repo-remote-m2,org.codehaus.plexus:plexus-utils,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-mercury-mercury-1.0.0-alpha-2\mercury-repo\mercury-repo-remote-m2,D:\rawData\gitHub_new\maven-mercury-mercury-1.0-alpha-6\mercury-repo\mercury-repo-remote-m2
org.apache.maven.mercury:mercury-repo-remote-m2,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-mercury-mercury-1.0.0-alpha-2\mercury-repo\mercury-repo-remote-m2,D:\rawData\gitHub_new\maven-mercury-mercury-1.0-alpha-6\mercury-repo\mercury-repo-remote-m2
org.skywalking:apm-collector-core,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\apacheproj-3.2.3\apm-collector\apm-collector-core,D:\rawData\gitHub_new\apacheproj-3.2.6\apm-collector\apm-collector-core
org.skywalking:apm-collector-core,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\apacheproj-3.2.3\apm-collector\apm-collector-core,D:\rawData\gitHub_new\apacheproj-3.2.6\apm-collector\apm-collector-core
org.apache.myfaces.extensions.cdi.modules:myfaces-extcdi-jsf12-module-impl,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\myfaces-extcdi-extcdi-1.0.5\jee-modules\jsf-module\impl,D:\rawData\gitHub_new\myfaces-extcdi-extcdi-1.0.6\jee-modules\jsf-module\impl
org.apache.activemq:artemis-junit,commons-collections:commons-collections,4,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-junit,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-junit
org.apache.activemq:artemis-junit,commons-logging:commons-logging,3,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-junit,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-junit
org.apache.maven.scm:maven-scm-provider-hg,org.codehaus.plexus:plexus-utils,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-scm-maven-scm-1.9.4\maven-scm-providers\maven-scm-provider-hg,D:\rawData\gitHub_new\maven-scm-maven-scm-1.9.5\maven-scm-providers\maven-scm-provider-hg
org.apache.maven.scm:maven-scm-provider-hg,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-scm-maven-scm-1.9.4\maven-scm-providers\maven-scm-provider-hg,D:\rawData\gitHub_new\maven-scm-maven-scm-1.9.5\maven-scm-providers\maven-scm-provider-hg
org.apache.sirona:sirona-cube,org.apache.httpcomponents:httpclient,1,not fixed,not fixed,D:\rawData\gitHub_old\sirona-sirona-0.2-incubating\agent\store\cube,D:\rawData\gitHub_new\sirona-sirona-0.5-incubating\agent\store\cube
org.apache.sirona:sirona-cube,commons-codec:commons-codec,1,not fixed,not fixed,D:\rawData\gitHub_old\sirona-sirona-0.2-incubating\agent\store\cube,D:\rawData\gitHub_new\sirona-sirona-0.5-incubating\agent\store\cube
com.orientechnologies:orientdb-lucene,com.orientechnologies:orientdb-core,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\lucene,D:\rawData\gitHub_new\orientdb-3.0.0m2\lucene
com.orientechnologies:orientdb-lucene,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\lucene,D:\rawData\gitHub_new\orientdb-3.0.0m2\lucene
com.orientechnologies:orientdb-lucene,org.objenesis:objenesis,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\lucene,D:\rawData\gitHub_new\orientdb-3.0.0m2\lucene
org.apache.logging.log4j:log4j-taglib,commons-logging:commons-logging,1,not fixed,not fixed,D:\rawData\gitHub_old\logging-log4j2-log4j-2.9.0\log4j-taglib,D:\rawData\gitHub_new\logging-log4j2-log4j-2.10.0\log4j-taglib
org.apache.logging.log4j:log4j-taglib,org.apache.logging.log4j:log4j-core,1,not fixed,not fixed,D:\rawData\gitHub_old\logging-log4j2-log4j-2.9.0\log4j-taglib,D:\rawData\gitHub_new\logging-log4j2-log4j-2.10.0\log4j-taglib
org.apache.meecrowave:meecrowave-jpa,org.apache.xbean:xbean-asm5-shaded,4,fixed,fixed,D:\rawData\gitHub_old\meecrowave-meecrowave-0.3.1\meecrowave-jpa,D:\rawData\gitHub_new\meecrowave-meecrowave-1.2.0\trunk\meecrowave-jpa
org.apache.meecrowave:meecrowave-jpa,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\meecrowave-meecrowave-0.3.1\meecrowave-jpa,D:\rawData\gitHub_new\meecrowave-meecrowave-1.2.0\trunk\meecrowave-jpa
org.apache.james:james-server-guice-lmtp,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\server\container\guice\protocols\lmtp,D:\rawData\gitHub_new\james-project-james-project-3.0.1\server\container\guice\protocols\lmtp
org.apache.james:james-server-guice-lmtp,com.google.guava:guava,2,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\server\container\guice\protocols\lmtp,D:\rawData\gitHub_new\james-project-james-project-3.0.1\server\container\guice\protocols\lmtp
org.apache.nifi.minifi:minifi-toolkit-configuration,org.codehaus.jackson:jackson-mapper-asl,4,fixed,fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.apache.httpcomponents:httpcore,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,ch.qos.logback:logback-classic,1,not fixed,fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.bouncycastle:bcprov-jdk15on,2,not fixed,fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.apache.httpcomponents:httpclient,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.apache.httpcomponents:httpcore-nio,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,commons-codec:commons-codec,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.codehaus.jackson:jackson-core-asl,3,fixed,fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,log4j:log4j,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,com.google.guava:guava,2,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.bouncycastle:bcpkix-jdk15on,3,fixed,fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.apache.httpcomponents:httpasyncclient,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.nifi.minifi:minifi-toolkit-configuration,org.slf4j:slf4j-log4j12,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-minifi-rel-minifi-0.1.0\minifi-toolkit\minifi-toolkit-configuration,D:\rawData\gitHub_new\nifi-minifi-rel-minifi-0.4.0\minifi-toolkit\minifi-toolkit-configuration
org.apache.wink:wink-client-asynchttpclient,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\wink-wink-1.3.0-RC1\wink-client-asynchttpclient,D:\rawData\gitHub_new\wink-wink-1.4.0\wink-client-asynchttpclient
org.apache.wink:wink-client-asynchttpclient,javax.xml.bind:jaxb-api,1,not fixed,not fixed,D:\rawData\gitHub_old\wink-wink-1.3.0-RC1\wink-client-asynchttpclient,D:\rawData\gitHub_new\wink-wink-1.4.0\wink-client-asynchttpclient
org.apache.logging.log4j:log4j-jul,org.apache.logging.log4j:log4j-core,1,not fixed,not fixed,D:\rawData\gitHub_old\logging-log4j2-log4j-2.9.0\log4j-jul,D:\rawData\gitHub_new\logging-log4j2-log4j-2.10.0\log4j-jul
org.apache.activemq.examples.openwire:queue-openwire,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\examples\protocols\openwire\queue,D:\rawData\gitHub_new\activemq-artemis-2.4.0\examples\protocols\openwire\queue
org.apache.activemq.examples.openwire:queue-openwire,org.apache.geronimo.specs:geronimo-jms_1.1_spec,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\examples\protocols\openwire\queue,D:\rawData\gitHub_new\activemq-artemis-2.4.0\examples\protocols\openwire\queue
org.apache.nifi:nifi-volatile-provenance-repository,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-provenance-repository-bundle\nifi-volatile-provenance-repository,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-provenance-repository-bundle\nifi-volatile-provenance-repository
org.apache.activemq:artemis-core-client,commons-collections:commons-collections,4,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-core-client,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-core-client
org.apache.activemq:artemis-core-client,commons-logging:commons-logging,3,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-core-client,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-core-client
org.apache.activemq:artemis-core-client,org.jboss.logging:jboss-logging-annotations,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-core-client,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-core-client
com.facebook.presto.hadoop:hadoop-apache1,commons-codec:commons-codec,1,not fixed,not fixed,D:\rawData\gitHub_old\presto-hadoop-apache1-0.2,D:\rawData\gitHub_new\presto-hadoop-apache1-1.2.1-1
com.facebook.presto.hadoop:hadoop-apache1,commons-httpclient:commons-httpclient,1,not fixed,not fixed,D:\rawData\gitHub_old\presto-hadoop-apache1-0.2,D:\rawData\gitHub_new\presto-hadoop-apache1-1.2.1-1
org.apache.nifi:nifi-ssl-context-service,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-standard-services\nifi-ssl-context-bundle\nifi-ssl-context-service,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-standard-services\nifi-ssl-context-bundle\nifi-ssl-context-service
org.apache.nifi:nifi-ssl-context-service,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-standard-services\nifi-ssl-context-bundle\nifi-ssl-context-service,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-standard-services\nifi-ssl-context-bundle\nifi-ssl-context-service
org.sculptorgenerator:sculptor-framework-test,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\sculptor-3.0.4\sculptor-framework\sculptor-framework-test,D:\rawData\gitHub_new\sculptor-3.1.0\sculptor-framework\sculptor-framework-test
org.sculptorgenerator:sculptor-framework-test,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\sculptor-3.0.4\sculptor-framework\sculptor-framework-test,D:\rawData\gitHub_new\sculptor-3.1.0\sculptor-framework\sculptor-framework-test
com.orientechnologies:orientdb-core,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\core,D:\rawData\gitHub_new\orientdb-3.0.0m2\core
com.orientechnologies:orientdb-core,org.objenesis:objenesis,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\core,D:\rawData\gitHub_new\orientdb-3.0.0m2\core
org.apache.wink:wink-json-provider,javax.xml.bind:jaxb-api,1,not fixed,not fixed,D:\rawData\gitHub_old\wink-wink-1.3.0-RC1\wink-providers\wink-json-provider,D:\rawData\gitHub_new\wink-wink-1.4.0\wink-providers\wink-json-provider
org.apache.james:apache-james-mpt-antlib,org.apache.james:apache-james-mpt-core,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\antlib,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\antlib
org.apache.james:apache-james-mpt-antlib,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\antlib,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\antlib
org.apache.james:apache-james-mpt-antlib,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\antlib,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\antlib
org.apache.james:apache-james-mpt-antlib,org.apache.james.protocols:protocols-imap,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\antlib,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\antlib
org.apache.james:apache-james-mpt-antlib,commons-logging:commons-logging,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\antlib,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\antlib
org.apache.activemq:artemis-journal,commons-collections:commons-collections,4,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-journal,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-journal
org.apache.activemq:artemis-journal,commons-logging:commons-logging,3,fixed,fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-journal,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-journal
org.apache.activemq:artemis-journal,org.jboss.logging:jboss-logging-annotations,1,not fixed,not fixed,D:\rawData\gitHub_old\activemq-artemis-2.1.0\artemis-journal,D:\rawData\gitHub_new\activemq-artemis-2.4.0\artemis-journal
com.orientechnologies:orientdb-client,com.orientechnologies:orientdb-core,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\client,D:\rawData\gitHub_new\orientdb-3.0.0m2\client
com.orientechnologies:orientdb-client,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\client,D:\rawData\gitHub_new\orientdb-3.0.0m2\client
com.orientechnologies:orientdb-client,org.objenesis:objenesis,1,not fixed,not fixed,D:\rawData\gitHub_old\orientdb-3.0.0RC1\client,D:\rawData\gitHub_new\orientdb-3.0.0m2\client
com.mesosphere.mesos.rx.java.example:mesos-rxjava-example-framework,io.reactivex:rxjava,1,not fixed,not fixed,D:\rawData\gitHub_old\mesos-rxjava-0.1.0\mesos-rxjava-example\mesos-rxjava-example-framework,D:\rawData\gitHub_new\mesos-rxjava-0.1.1\mesos-rxjava-example\mesos-rxjava-example-framework
com.mesosphere.mesos.rx.java.example:mesos-rxjava-example-framework,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\mesos-rxjava-0.1.0\mesos-rxjava-example\mesos-rxjava-example-framework,D:\rawData\gitHub_new\mesos-rxjava-0.1.1\mesos-rxjava-example\mesos-rxjava-example-framework
com.mesosphere.mesos.rx.java.example:mesos-rxjava-example-framework,io.netty:netty-codec-http,1,not fixed,not fixed,D:\rawData\gitHub_old\mesos-rxjava-0.1.0\mesos-rxjava-example\mesos-rxjava-example-framework,D:\rawData\gitHub_new\mesos-rxjava-0.1.1\mesos-rxjava-example\mesos-rxjava-example-framework
com.mesosphere.mesos.rx.java.example:mesos-rxjava-example-framework,io.netty:netty-transport-native-epoll,1,not fixed,not fixed,D:\rawData\gitHub_old\mesos-rxjava-0.1.0\mesos-rxjava-example\mesos-rxjava-example-framework,D:\rawData\gitHub_new\mesos-rxjava-0.1.1\mesos-rxjava-example\mesos-rxjava-example-framework
com.mesosphere.mesos.rx.java.example:mesos-rxjava-example-framework,io.netty:netty-handler,1,not fixed,not fixed,D:\rawData\gitHub_old\mesos-rxjava-0.1.0\mesos-rxjava-example\mesos-rxjava-example-framework,D:\rawData\gitHub_new\mesos-rxjava-0.1.1\mesos-rxjava-example\mesos-rxjava-example-framework
org.apache.tuscany.sca:tuscany-binding-rest-runtime,org.codehaus.jackson:jackson-mapper-asl,3,fixed,fixed,D:\rawData\gitHub_old\tuscany-sca-2.x-2.0\modules\binding-rest-runtime,D:\rawData\gitHub_new\tuscany-sca-2.x-2.0.1\modules\binding-rest-runtime
org.apache.tuscany.sca:tuscany-binding-rest-runtime,javax.servlet:servlet-api,1,not fixed,not fixed,D:\rawData\gitHub_old\tuscany-sca-2.x-2.0\modules\binding-rest-runtime,D:\rawData\gitHub_new\tuscany-sca-2.x-2.0.1\modules\binding-rest-runtime
org.apache.james:apache-james-mpt-app,org.apache.james:apache-james-mpt-core,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\app,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\app
org.apache.james:apache-james-mpt-app,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\app,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\app
org.apache.james:apache-james-mpt-app,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\app,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\app
org.apache.james:apache-james-mpt-app,org.apache.james.protocols:protocols-imap,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\app,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\app
org.apache.james:apache-james-mpt-app,commons-logging:commons-logging,1,not fixed,not fixed,D:\rawData\gitHub_old\james-project-james-project-3.0.0-RC1\mpt\app,D:\rawData\gitHub_new\james-project-james-project-3.0.1\mpt\app
org.apache.maven.mercury:mercury-crypto-basic,org.codehaus.plexus:plexus-utils,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-mercury-mercury-1.0.0-alpha-2\mercury-crypto\mercury-crypto-basic,D:\rawData\gitHub_new\maven-mercury-mercury-1.0-alpha-6\mercury-crypto\mercury-crypto-basic
org.apache.maven.mercury:mercury-crypto-basic,junit:junit,1,not fixed,not fixed,D:\rawData\gitHub_old\maven-mercury-mercury-1.0.0-alpha-2\mercury-crypto\mercury-crypto-basic,D:\rawData\gitHub_new\maven-mercury-mercury-1.0-alpha-6\mercury-crypto\mercury-crypto-basic
org.apache.nifi:nifi-azure-processors,com.fasterxml.jackson.core:jackson-core,4,fixed,fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors
org.apache.nifi:nifi-azure-processors,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors
